caption,response
"บางทีผมก็คิดว่าผมไม่เหมาะที่จะเป็นนักแข่งหรอก เหมาะแก่การเป็นนักขิงมากกว่า 
#โคกขุมปูรเอ็นดูโร่ #ริมรางเอ็นดูโร่ #ก_การยางขอนแก่น","No. The message is not talking about Ramathibodi. It appears to be discussing a personal thought about being a race car driver versus a ginger (ninja) fighter, using specific locations and hashtags unrelated to the Faculty of Medicine Ramathibodi Hospital, Mahidol University."
ก่อนแข่งอย่างห้าว #โคกขุมปูรเอ็นดูโร่ #ริมรางเอ็นดูโร่ #ก_การยางขอนแก่น,No
หลบๆพี่ คันเร่งค้าง #เขาสวนกวางเอ็นดูโร่ #ริมรางเอ็นดูโร่ #ก_การยางขอนแก่น,No
ไปช้าๆ ถึงชัวร์ #เขาสวนกวางเอ็นดูโร่ #ริมรางเอ็นดูโร่ #ก_การยางขอนแก่น,No
วิ่งเร็วอาจจะปวดเข่า แต่ถ้าวิ่งแล้วอ้วนเท่าเก่า โคตรเจ็บใจ #เมืองน้ำดำเอ็นดูโร่v2 #ริมรางเอ็นดูโร่ #ก_การยางขอนแก่น,No. The message does not talk about Ramathibodi. It mentions running and physical health but does not reference any specific organization related to Ramathibodi Hospital or Mahidol University's Faculty of Medicine.
หัวสักจึ๊ก #เมืองน้ำดำเอ็นดูโร่v2 #ริมรางเอ็นดูโร่ #ก_การยางขอนแก่น,No
โดดนอนไปเลยจ้า #เมืองน้ำดำเอ็นดูโร่v2  #ริมรางเอ็นดูโร่ #ก_การยางขอนแก่น,No
"ชอบเวลาที่ต้องไม่คิดอะไร ขับไปข้างหน้าอย่างเดียว สมองมันโล่งดี บางทีก็หลุด(หลุดโค้งไปเลย)
#เมืองน้ำดำเอ็นดูโร่v2 
#ริมรางเอ็นดูโร่ 
#ก_การยางขอนแก่น","No. The message does not talk about Ramathibodi. It appears to be discussing an off-road vehicle event related to the city of Khon Kaen, Thailand."
"สงสัยเมาค้าง คอพับเลย #เมืองน้ำดำเอ็นดูโร่v2 
#ริมรางเอ็นดูโร่ #ก_การยางขอนแก่น",No
บ่ได้ลักเกิบเด้อ แต่ขี้ตมหลาย เดินบ่ได้55 #ริมรางเอ็นดูโร่,No
โชว์ลาวให้สาวกรี๊ดดด #อุบลรัตน์เอ็นดูโร่ #ริมรางเอ็นดูโร่,No
ชีวิตติดป่า #ริมรางเอ็นดูโร่,No. The message does not mention Ramathibodi or any related entities.
พิชิตแล้ว ภูพานคำ ปล่องภูเขาไฟ #ริมรางเอ็นดูโร่,No. The message is not talking about Ramathibodi.
"🤍🙏🏻บุญกุศลที่ยิ่งใหญ่กำลังจะเริ่มขึ้น... เตรียมผ่าตัดรับบริจาคอวัยวะ ผู้ป่วยสมองตาย รายที่ 42 ของ รพ.มหาราชนครเชียงใหม่ 

#MedCMU #คณะแพทยศาสตร์มหาวิทยาลัยเชียงใหม่ #แพทย์เชียงใหม่ #แพทย์มช #หมอสวนดอก #โรงพยาบาลสวนดอก #MedCMUในมือคุณ #สื่อสารองค์กรMedCMU #บริจาคอวัยวะ #บริจาคหัวใจ",No
"🫀เตรียมส่งมอบหัวใจ ดวงที่ 5 ของ รพ.มหาราชนครเชียงใหม่... ”จาก รพ.มหาราชนครเชียงใหม่ สร้างชีวิตใหม่ให้ผู้รับ“ 

#MedCMU #คณะแพทยศาสตร์มหาวิทยาลัยเชียงใหม่ #แพทย์เชียงใหม่ #แพทย์มช #หมอสวนดอก #โรงพยาบาลสวนดอก #MedCMUในมือคุณ #สื่อสารองค์กรMedCMU #บริจาคอวัยวะ #บริจาคหัวใจ",No. The message is discussing heart transplants at Chiang Mai University Hospital (Maharaj Nakhon Ratchasima Hospital) and does not mention Ramathibodi Hospital or any related organizations.
#13th #บริจาคโลหิต #ครั้งที่ 13 แล้วน้า #เก่งมาก #นะตัวเรา #คนสุดท้ายของวัน #วิ่งไปหลังเลิกประชุม #เกือบไม่ได้ bleed BP แรกรับ 160/90 ดื่มน้ำ 1 L&นั่งพัก 15 นาที repeat ซ้ำลงมา 143/90 ได้ทำบุญและเรา #🔶 เนื่องในวันคล้ายวันพระบรมราชสมภพพระบาทสมเด็จพระบรมชนกาธิเบศรมหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร📣 งานธนาคารเลือด โรงพยาบาลมหาราชนครเชียงใหม่ขอเชิญชวนบริจาคโลหิตถวายเป็น�พระราชกุศลแด่พระบาทสมเด็จพระบรมชนกาธิเบศรมหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร❇️ ระหว่างวันที่ 1-10 ธันวาคม 2567🩸บริจาคโลหิตได้ที่�ห้องรับบริจาคโลหิต ชั้น 1 อาคารศรีพัฒน์�เปิดทำการทุกวัน 08.30-16.00 น. โทร.0 5393 5624🔹บริจาคโลหิตรับของที่ระลึกกล่องของขวัญ (ผ้าเช็ดหน้าและพวงกุญแจตุ๊กตา)📍สามารถจอดรถได้บริเวณที่จอดรถสำหรับผู้บริจาคโลหิต ด้านข้างอาคารศรีพัฒน์�(เข้าประตูทางเข้า ระหว่างอาคารศรีพัฒน์และคณะเทคนิคการแพทย์)ติดตามผ่านทาง Facebook : https://cmu.to/jpnbh#65thMedCMU #MedCMU #MedCMUในมือคุณ #คณะแพทยศาสตร์มหาวิทยาลัยเชียงใหม่,No
🤍ภาพบรรยากาศพิธีเคลื่อนขบวนร่างอาจารย์ใหญ่เข้าสู่วัดลัฏฐิวัน (พระนอนขอนตาลศักดิ์สิทธิ์) ประจำปีการศึกษา 2567#อาจารย์ใหญ่ #พิธีพระราชทานเพลิงศพอาจารย์ใหญ่ #MedCMU #คณะแพทยศาสตร์มหาวิทยาลัยเชียงใหม่ #MedCMUในมือคุณ #สื่อสารองค์กรMedCMU #Hydra rider,"No. The message is about the Faculty of Medicine at Chiang Mai University, not Ramathibodi Hospital."
